"subject","instanceid","FAMILY_INCOM"
"26-2529678",813637,"$150, 000 to $199, 999"
"26-2529678",869009,"$150, 000 to $199, 999"
"26-2529678",1274375,"$150, 000 to $199, 999"
"26-2529678",2434647,"$150, 000 to $199, 999"
"26-2529678",2456548,"$150, 000 to $199, 999"
"26-2529718",1208138,"$300, 000 to $499, 999"
"26-2529718",2509805,"$300, 000 to $499, 999"
"26-2529805",2200854,"$150,000 or more"
"26-2531039",2126148,"$100,000 to $149,999"
"26-2531166",2242938,"$300, 000 to $499, 999"
"26-2531226",85519,"$100,000 to $149,999"
"26-2531226",90750,"$100,000 to $149,999"
"26-2531226",654813,"$100,000 to $149,999"
"26-2531226",2024846,"$100,000 to $149,999"
"26-2531226",2137707,"$100,000 to $149,999"
"26-2531275",1784852,"$300, 000 to $499, 999"
"26-2531275",2491616,"$300, 000 to $499, 999"
"26-2531386",100874,"$80,000 to $99,999"
"26-2531386",744994,"$80,000 to $99,999"
"26-2531386",1425370,"$80,000 to $99,999"
"26-2531386",1674889,"$80,000 to $99,999"
"26-2531402",1155753,"$80,000 to $99,999"
"26-2531402",1242771,"$80,000 to $99,999"
"26-2531419",243263,"$80,000 to $99,999"
"26-2531540",1300051,"$60,000 to $79,999"
"26-2531666",1238858,"$150,000 or more"
"26-2531687",1890636,"$80,000 to $99,999"
"26-2531687",2071812,"$80,000 to $99,999"
"26-2531690",1530906,"$20,000 to $29,999"
"26-2531709",948325,"$150, 000 to $199, 999"
"26-2531739",1558649,"$150,000 or more"
"26-2531739",1850830,"$150,000 or more"
"26-2531739",2173420,"$150,000 or more"
"26-2531808",1132474,"$150, 000 to $199, 999"
"26-2531808",1337723,"$150, 000 to $199, 999"
"26-2531808",2310912,"$150, 000 to $199, 999"
"26-2531832",234189,"$150, 000 to $199, 999"
"26-2531832",1507090,"$150, 000 to $199, 999"
"26-2531865",1828999,"$150,000 or more"
"26-2531865",2096459,"$150,000 or more"
"26-2531873",32329,"$150,000 or more"
"26-2531873",871616,"$150,000 or more"
"26-2531873",897241,"$150,000 or more"
"26-2531933",1090255,"$80,000 to $99,999"
"26-2531933",2119898,"$80,000 to $99,999"
"26-2531933",2524243,"$80,000 to $99,999"
"26-2532004",433687,"$150, 000 to $199, 999"
"26-2532004",1419137,"$150, 000 to $199, 999"
"26-2532004",2533323,"$150, 000 to $199, 999"
"26-2532012",492852,"$150,000 or more"
"26-2532012",508253,"$150,000 or more"
"26-2532020",1991238,"$100,000 to $149,999"
"26-2532046",1988986,"$60,000 to $79,999"
"26-2532097",887000,"$100,000 to $149,999"
"26-2532097",1198638,"$100,000 to $149,999"
"26-2532097",2223298,"$100,000 to $149,999"
"26-2532097",2529346,"$100,000 to $149,999"
"26-2532373",406356,"$60,000 to $79,999"
"26-2532373",485376,"$60,000 to $79,999"
"26-2532373",1606244,"$60,000 to $79,999"
"26-2532383",367572,"$80,000 to $99,999"
"26-2532383",802681,"$80,000 to $99,999"
"26-2532383",879793,"$80,000 to $99,999"
"26-2532383",950459,"$80,000 to $99,999"
"26-2532383",1663782,"$80,000 to $99,999"
"26-2532609",1034160,"$150, 000 to $199, 999"
"26-2532609",1415328,"$150, 000 to $199, 999"
"26-2532652",8928,"$80,000 to $99,999"
"26-2532652",628923,"$80,000 to $99,999"
"26-2532652",1238798,"$80,000 to $99,999"
"26-2532664",440757,"$300, 000 to $499, 999"
"26-2532664",594164,"$300, 000 to $499, 999"
"26-2532689",1404034,"$40,000 to $49,999"
"26-2532689",2167243,"$40,000 to $49,999"
"26-2532689",2435053,"$40,000 to $49,999"
"26-2532814",1573228,"$150, 000 to $199, 999"
"26-2532814",2271154,"$150, 000 to $199, 999"
"26-2532842",823445,"$100,000 to $149,999"
"26-2532919",287376,"$500, 000 or more"
"26-2532919",1306355,"$500, 000 or more"
"26-2532919",2279154,"$500, 000 or more"
"26-2532954",1328078,"$150,000 or more"
"26-2532954",2381927,"$150,000 or more"
"26-2533015",2624820,"$60,000 to $79,999"
"26-2533039",1686473,"$150, 000 to $199, 999"
"26-2533039",2217831,"$150, 000 to $199, 999"
"26-2533290",606473,"$150,000 or more"
"26-2533290",1371360,"$150,000 or more"
"26-2533290",2236864,"$150,000 or more"
"26-2533290",2336210,"$150,000 or more"
"26-2533325",973512,"$80,000 to $99,999"
"26-2533325",1426028,"$80,000 to $99,999"
"26-2533337",122520,"$200, 000 to $299, 999"
"26-2533337",885907,"$200, 000 to $299, 999"
"26-2533341",125923,"$100,000 to $149,999"
"26-2533341",292817,"$100,000 to $149,999"
"26-2533387",185455,"$300, 000 to $499, 999"
"26-2533387",1634618,"$300, 000 to $499, 999"
"26-2533413",1796305,"$100,000 to $149,999"
"26-2533535",25136,"$100,000 to $149,999"
"26-2533535",1536107,"$100,000 to $149,999"
"26-2533563",476873,"$200, 000 to $299, 999"
"26-2533563",650641,"$200, 000 to $299, 999"
"26-2533563",1648095,"$200, 000 to $299, 999"
"26-2533563",2532711,"$200, 000 to $299, 999"
"26-2533569",457729,"$40,000 to $49,999"
"26-2533569",2021373,"$40,000 to $49,999"
"26-2533569",2078569,"$40,000 to $49,999"
"26-2533572",1679288,"$150,000 or more"
"26-2533572",1716321,"$150,000 or more"
"26-2533647",603074,"$150, 000 to $199, 999"
"26-2533647",1608134,"$150, 000 to $199, 999"
"26-2533696",2030244,"$300, 000 to $499, 999"
"26-2533696",2628612,"$300, 000 to $499, 999"
"26-2533780",420851,"$150,000 or more"
"26-2533780",686524,"$150,000 or more"
"26-2533780",1330739,"$150,000 or more"
"26-2533780",1636903,"$150,000 or more"
"26-2533780",2332456,"$150,000 or more"
"26-2533927",1661824,"$500, 000 or more"
"26-2533927",2614916,"$500, 000 or more"
"26-2533962",96396,"$80,000 to $99,999"
"26-2534024",69486,"$60,000 to $79,999"
"26-2534024",2335602,"$60,000 to $79,999"
"26-2534073",1200052,"$150,000 or more"
"26-2534073",1806966,"$150,000 or more"
"26-2534073",1866086,"$150,000 or more"
"26-2534073",2364273,"$150,000 or more"
"26-2534081",147352,"$150, 000 to $199, 999"
"26-2534081",149502,"$150, 000 to $199, 999"
"26-2534081",409671,"$150, 000 to $199, 999"
"26-2534081",1592462,"$150, 000 to $199, 999"
"26-2534081",1744399,"$150, 000 to $199, 999"
"26-2534095",2009054,"$200, 000 to $299, 999"
"26-2534116",991882,"$150, 000 to $199, 999"
"26-2534116",1852462,"$150, 000 to $199, 999"
"26-2534255",806221,"$100,000 to $149,999"
"26-2534255",2265398,"$100,000 to $149,999"
"26-2534255",2313056,"$100,000 to $149,999"
"26-2534376",2115854,"$150, 000 to $199, 999"
"26-2534444",663933,"$150, 000 to $199, 999"
"26-2534444",2644262,"$150, 000 to $199, 999"
"26-2534507",996117,"$100,000 to $149,999"
"26-2534507",1062526,"$100,000 to $149,999"
"26-2534507",1291066,"$100,000 to $149,999"
"26-2534602",966298,"$100,000 to $149,999"
"26-2534759",178070,"$60,000 to $79,999"
"26-2534759",1777256,"$60,000 to $79,999"
"26-2534839",1751016,"$50,000 to $59,999"
"26-2534839",2455893,"$50,000 to $59,999"
"26-2534895",616450,"$150, 000 to $199, 999"
"26-2534895",1759625,"$150, 000 to $199, 999"
"26-2534895",2454201,"$150, 000 to $199, 999"
"26-2534898",740046,"$200, 000 to $299, 999"
"26-2534898",815106,"$200, 000 to $299, 999"
"26-2534898",1939641,"$200, 000 to $299, 999"
"26-2534898",2484284,"$200, 000 to $299, 999"
"26-2535002",125195,"$150, 000 to $199, 999"
"26-2535002",1413084,"$150, 000 to $199, 999"
"26-2535002",2545606,"$150, 000 to $199, 999"
"26-2535024",404202,"$40,000 to $49,999"
"26-2535024",1268734,"$40,000 to $49,999"
"26-2535037",133284,"$100,000 to $149,999"
"26-2535037",1898167,"$100,000 to $149,999"
"26-2535037",2264386,"$100,000 to $149,999"
"26-2535037",2450486,"$100,000 to $149,999"
"26-2535198",768066,"$300, 000 to $499, 999"
"26-2535198",896625,"$300, 000 to $499, 999"
"26-2535236",227990,"$100,000 to $149,999"
"26-2535395",630111,"$150, 000 to $199, 999"
"26-2535463",2234375,"$150, 000 to $199, 999"
"26-2535554",560947,"$40,000 to $49,999"
"26-2535562",900035,"$150,000 or more"
"26-2535562",1056346,"$150,000 or more"
"26-2535562",2240871,"$150,000 or more"
"26-2535642",273055,"$200, 000 to $299, 999"
"26-2535642",545015,"$200, 000 to $299, 999"
"26-2535642",647240,"$200, 000 to $299, 999"
"26-2535642",799409,"$200, 000 to $299, 999"
"26-2535642",1337302,"$200, 000 to $299, 999"
"26-2535642",1747931,"$200, 000 to $299, 999"
"26-2535676",776426,"$150,000 or more"
"26-2535676",1981153,"$150,000 or more"
"26-2535676",2198062,"$150,000 or more"
"26-2535726",770364,"$150,000 or more"
"26-2535726",1534081,"$150,000 or more"
"26-2535726",1681230,"$150,000 or more"
"26-2535726",2037106,"$150,000 or more"
"26-2535729",591368,"$150,000 or more"
"26-2535729",618615,"$150,000 or more"
"26-2535729",648643,"$150,000 or more"
"26-2535729",1695621,"$150,000 or more"
"26-2535800",1377810,"$300, 000 to $499, 999"
"26-2535800",1682199,"$300, 000 to $499, 999"
"26-2535800",1788951,"$300, 000 to $499, 999"
"26-2536004",329134,"$60,000 to $79,999"
"26-2536004",2174559,"$60,000 to $79,999"
"26-2536042",84780,"$150, 000 to $199, 999"
"26-2536065",1379121,"$150, 000 to $199, 999"
"26-2536065",2590191,"$150, 000 to $199, 999"
"26-2536136",157907,"$80,000 to $99,999"
"26-2536136",264523,"$80,000 to $99,999"
"26-2536136",526560,"$80,000 to $99,999"
"26-2536136",556160,"$80,000 to $99,999"
"26-2536136",2630401,"$80,000 to $99,999"
"26-2536155",261226,"$150,000 or more"
"26-2536155",263529,"$150,000 or more"
"26-2536155",1536243,"$150,000 or more"
"26-2536215",1303065,"$150, 000 to $199, 999"
"26-2536237",1594039,"$80,000 to $99,999"
"26-2536237",2615601,"$80,000 to $99,999"
"26-2536292",550061,"$80,000 to $99,999"
"26-2536292",1554440,"$80,000 to $99,999"
"26-2536391",1059270,"$150, 000 to $199, 999"
"26-2536391",2479088,"$150, 000 to $199, 999"
"26-2536409",817847,"$50,000 to $59,999"
"26-2536612",2231754,"$200, 000 to $299, 999"
"26-2536628",1380874,"$150,000 or more"
"26-2536628",1809051,"$150,000 or more"
"26-2536712",120773,"$150, 000 to $199, 999"
"26-2536712",1733600,"$150, 000 to $199, 999"
"26-2536813",135573,"$100,000 to $149,999"
"26-2536836",320677,"$300, 000 to $499, 999"
"26-2536836",365346,"$300, 000 to $499, 999"
"26-2536836",679958,"$300, 000 to $499, 999"
"26-2536836",1455775,"$300, 000 to $499, 999"
"26-2536922",750879,"$20,000 to $29,999"
"26-2537003",1002621,"$60,000 to $79,999"
"26-2537086",562833,"$100,000 to $149,999"
"26-2537098",237415,"$60,000 to $79,999"
"26-2537098",831433,"$60,000 to $79,999"
"26-2537137",352902,"$10,000 to $19,999"
"26-2537137",1095450,"$10,000 to $19,999"
"26-2537137",1651522,"$10,000 to $19,999"
"26-2537137",1706133,"$10,000 to $19,999"
"26-2537137",2477274,"$10,000 to $19,999"
"26-2537316",644638,"$50,000 to $59,999"
"26-2537342",130308,"$60,000 to $79,999"
"26-2537342",213292,"$60,000 to $79,999"
"26-2537342",503439,"$60,000 to $79,999"
"26-2537342",2517765,"$60,000 to $79,999"
"26-2537345",2164498,"$100,000 to $149,999"
"26-2537374",674776,"$20,000 to $29,999"
"26-2537374",1355532,"$20,000 to $29,999"
"26-2537374",1544071,"$20,000 to $29,999"
"26-2537440",163314,"$100,000 to $149,999"
"26-2537440",1329248,"$100,000 to $149,999"
"26-2537440",1473387,"$100,000 to $149,999"
"26-2537475",647678,"$100,000 to $149,999"
"26-2537475",693302,"$100,000 to $149,999"
"26-2537475",2040347,"$100,000 to $149,999"
"26-2537475",2626782,"$100,000 to $149,999"
"26-2537491",326924,"$100,000 to $149,999"
"26-2537491",1325664,"$100,000 to $149,999"
"26-2537491",2352865,"$100,000 to $149,999"
"26-2537542",216488,"$100,000 to $149,999"
"26-2537542",1978936,"$100,000 to $149,999"
"26-2537542",2468841,"$100,000 to $149,999"
"26-2537591",153248,"$150, 000 to $199, 999"
"26-2537591",1367364,"$150, 000 to $199, 999"
"26-2537625",455395,"$500, 000 or more"
"26-2537625",1141879,"$500, 000 or more"
"26-2537625",1335066,"$500, 000 or more"
"26-2537625",2025560,"$500, 000 or more"
"26-2537625",2114867,"$500, 000 or more"
"26-2537625",2536472,"$500, 000 or more"
"26-2537772",392574,"$500, 000 or more"
"26-2537772",1024255,"$500, 000 or more"
"26-2537772",1255685,"$500, 000 or more"
"26-2537793",331659,"$150,000 or more"
"26-2537793",622012,"$150,000 or more"
"26-2537889",247489,"$150, 000 to $199, 999"
"26-2537889",2101003,"$150, 000 to $199, 999"
"26-2537913",1944009,"$150,000 or more"
"26-2537913",2422750,"$150,000 or more"
"26-2537913",2612778,"$150,000 or more"
"26-2538053",1718875,"$200, 000 to $299, 999"
"26-2538053",2300165,"$200, 000 to $299, 999"
"26-2538130",358270,"$40,000 to $49,999"
"26-2538130",911583,"$40,000 to $49,999"
"26-2538130",2363514,"$40,000 to $49,999"
"26-2538277",1997926,"$100,000 to $149,999"
"26-2538496",1100922,"$80,000 to $99,999"
"26-2538496",1400086,"$80,000 to $99,999"
"26-2538520",444512,"$150,000 or more"
"26-2538520",456777,"$150,000 or more"
"26-2538520",1878166,"$150,000 or more"
"26-2538796",477296,"$100,000 to $149,999"
"26-2538796",1781142,"$100,000 to $149,999"
"26-2538856",1695270,"$100,000 to $149,999"
"26-2538856",2306411,"$100,000 to $149,999"
"26-2538901",13288,"$150, 000 to $199, 999"
"26-2538901",123702,"$150, 000 to $199, 999"
"26-2538901",444288,"$150, 000 to $199, 999"
"26-2538901",2145160,"$150, 000 to $199, 999"
"26-2538943",83934,"$150, 000 to $199, 999"
"26-2538943",2320015,"$150, 000 to $199, 999"
"26-2538963",24705,"$100,000 to $149,999"
"26-2538963",615308,"$100,000 to $149,999"
"26-2538994",492448,"$150,000 or more"
"26-2538994",646122,"$150,000 or more"
"26-2538994",1690895,"$150,000 or more"
"26-2539014",1140462,"$100,000 to $149,999"
"26-2539014",1358694,"$100,000 to $149,999"
"26-2539014",1370530,"$100,000 to $149,999"
"26-2539077",1542129,"$60,000 to $79,999"
"26-2539077",1663947,"$60,000 to $79,999"
"26-2539094",2392583,"$150,000 or more"
"26-2539350",772445,"$100,000 to $149,999"
"26-2539350",1977237,"$100,000 to $149,999"
"26-2539417",1115264,"$150, 000 to $199, 999"
"26-2539417",2290937,"$150, 000 to $199, 999"
"26-2539692",467129,"$150,000 or more"
"26-2539692",863765,"$150,000 or more"
"26-2539692",1734038,"$150,000 or more"
"26-2539698",1568817,"$500, 000 or more"
"26-2539698",1758343,"$500, 000 or more"
"26-2539702",846673,"$60,000 to $79,999"
"26-2539747",1412264,"$80,000 to $99,999"
"26-2539747",2362737,"$80,000 to $99,999"
"26-2539775",1542106,"$80,000 to $99,999"
"26-2539847",1017325,"$100,000 to $149,999"
"26-2539847",1142391,"$100,000 to $149,999"
"26-2539847",1761296,"$100,000 to $149,999"
"26-2539847",2058140,"$100,000 to $149,999"
"26-2539871",1022446,"$100,000 to $149,999"
"26-2539871",1469397,"$100,000 to $149,999"
"26-2539920",370697,"$20,000 to $29,999"
"26-2539920",1510250,"$20,000 to $29,999"
"26-2539920",1947601,"$20,000 to $29,999"
"26-2539928",632503,"$60,000 to $79,999"
"26-2539928",1268964,"$150,000 or more"
"26-2539928",1388752,"$60,000 to $79,999"
"26-2539928",2128125,"$150,000 or more"
"26-2539928",2581031,"$60,000 to $79,999"
"26-2539928",2640918,"$60,000 to $79,999"
"26-2539978",1033511,"$100,000 to $149,999"
"26-2539978",1414931,"$100,000 to $149,999"
"26-2981066",702943,"$100,000 to $149,999"
"26-2981066",889165,"$100,000 to $149,999"
"26-2981324",501698,"$60,000 to $79,999"
"26-2981324",1051220,"$60,000 to $79,999"
"26-2981324",1071200,"$60,000 to $79,999"
"26-2981324",1682685,"$60,000 to $79,999"
"26-2981324",2532847,"$60,000 to $79,999"
"26-2981514",124601,"$150, 000 to $199, 999"
"26-2981514",148678,"$150, 000 to $199, 999"
"26-2981514",924138,"$150, 000 to $199, 999"
"26-2981551",652083,"$80,000 to $99,999"
"26-2981605",215404,"$100,000 to $149,999"
"26-2981605",368983,"$100,000 to $149,999"
"26-2981605",1290448,"$100,000 to $149,999"
"26-2981605",2340715,"$100,000 to $149,999"
"26-2981658",47671,"$60,000 to $79,999"
"26-2981658",363628,"$60,000 to $79,999"
"26-2981658",1151833,"$60,000 to $79,999"
"26-2981713",714639,"Less than $10,000"
"26-2981713",955363,"Less than $10,000"
"26-2981713",1709251,"Less than $10,000"
"26-2981771",442116,"$150, 000 to $199, 999"
"26-2981795",1001361,"$150, 000 to $199, 999"
"26-2981795",1125796,"$150, 000 to $199, 999"
"26-2981795",1530704,"$150, 000 to $199, 999"
"26-2981795",1791955,"$150, 000 to $199, 999"
"26-2981806",1459290,"$60,000 to $79,999"
"26-2981806",1489254,"$60,000 to $79,999"
"26-2981838",30480,"$200, 000 to $299, 999"
"26-2982073",431723,"$100,000 to $149,999"
"26-2982073",704778,"$100,000 to $149,999"
"26-2982073",1104042,"$100,000 to $149,999"
"26-2982073",1764033,"$100,000 to $149,999"
"26-2982073",1876142,"$100,000 to $149,999"
"26-2982073",1914901,"$100,000 to $149,999"
"26-2982115",2174527,"$150,000 or more"
"26-2982151",81952,"$20,000 to $29,999"
"26-2982151",2122095,"$20,000 to $29,999"
"26-2982160",1734195,"$100,000 to $149,999"
"26-2982180",418759,"$100,000 to $149,999"
"26-2982180",1068266,"$100,000 to $149,999"
"26-2982180",2083464,"$100,000 to $149,999"
"26-2982180",2400478,"$100,000 to $149,999"
"26-2982239",479760,"$100,000 to $149,999"
"26-2982239",2491896,"$100,000 to $149,999"
"26-2982251",1021736,"$200, 000 to $299, 999"
"26-2982251",1309027,"$200, 000 to $299, 999"
"26-2982271",393354,"$100,000 to $149,999"
"26-2982271",406823,"$100,000 to $149,999"
"26-2982271",720860,"$100,000 to $149,999"
"26-2982485",1020482,"$60,000 to $79,999"
"26-2982588",777427,"Less than $10,000"
"26-2982588",1635462,"Less than $10,000"
"26-2982598",1186929,"$100,000 to $149,999"
"26-2982598",1575727,"$100,000 to $149,999"
"26-2982608",606211,"$60,000 to $79,999"
"26-2982608",1789957,"$60,000 to $79,999"
"26-2982739",1583863,"$80,000 to $99,999"
"26-2982739",1745692,"$80,000 to $99,999"
"26-2982742",1711988,"$100,000 to $149,999"
"26-2982742",2351086,"$100,000 to $149,999"
"26-2982829",328998,"$200, 000 to $299, 999"
"26-2982829",531610,"$200, 000 to $299, 999"
"26-2982829",802474,"$200, 000 to $299, 999"
"26-2982878",1106084,"$100,000 to $149,999"
"26-2983005",225068,"$40,000 to $49,999"
"26-2983050",850102,"$40,000 to $49,999"
"26-2983062",463861,"$150, 000 to $199, 999"
"26-2983062",822478,"$150, 000 to $199, 999"
"26-2983080",377732,"$20,000 to $29,999"
"26-2983080",2533468,"$20,000 to $29,999"
"26-2983151",681790,"$300, 000 to $499, 999"
"26-2983151",990228,"$300, 000 to $499, 999"
"26-2983179",662742,"Less than $10,000"
"26-2983179",1870629,"Less than $10,000"
"26-2983235",1714754,"$100,000 to $149,999"
"26-2983317",167431,"$200, 000 to $299, 999"
"26-2983317",1430078,"$200, 000 to $299, 999"
"26-2983317",2314223,"$200, 000 to $299, 999"
"26-2983481",2079110,"$100,000 to $149,999"
"26-2983643",1082979,"$150,000 or more"
"26-2983691",107954,"Less than $10,000"
"26-2983691",1939220,"Less than $10,000"
"26-2984032",11125,"$200, 000 to $299, 999"
"26-2984032",814276,"$200, 000 to $299, 999"
"26-2984032",1734023,"$200, 000 to $299, 999"
"26-2984339",900110,"$100,000 to $149,999"
"26-2984420",832173,"$300, 000 to $499, 999"
"26-2984420",1987023,"$300, 000 to $499, 999"
"26-2984449",1859727,"$300, 000 to $499, 999"
"26-2984449",2612329,"$300, 000 to $499, 999"
"26-2984459",57515,"$150, 000 to $199, 999"
"26-2984577",524011,"$200, 000 to $299, 999"
"26-2984577",1608853,"$200, 000 to $299, 999"
"26-2984596",1214312,"$40,000 to $49,999"
"26-2984672",303202,"$40,000 to $49,999"
"26-2984672",1063443,"$40,000 to $49,999"
"26-2984757",1898016,"$100,000 to $149,999"
"26-2984757",2312070,"$100,000 to $149,999"
"26-2984766",275511,"$60,000 to $79,999"
